hours,block,wl,die,vt
18,45,36,25,31
18,45,36,31,31
18,45,36,32,31
18,45,36,34,31
18,45,36,35,31
18,45,36,41,31
18,45,36,46,31
18,45,36,47,31
18,45,36,56,31
18,45,36,57,31
18,45,36,63,31
18,45,36,73,31
18,45,36,78,31
18,45,36,79,31
18,45,36,88,31
18,45,36,89,31
18,45,36,94,31
18,45,36,95,31
18,45,36,110,31
18,45,36,111,31
18,45,36,118,31
18,45,36,119,31
18,45,36,120,31
18,45,36,121,31
18,45,36,126,31
18,45,36,127,31
18,45,37,57,31
18,45,37,89,31
18,45,37,121,31
18,45,38,0,30
18,45,38,1,30
18,45,38,2,30
18,45,38,3,30
18,45,38,4,30
18,45,38,5,30
18,45,38,6,30
18,45,38,7,30
18,45,38,8,30
18,45,38,9,30
18,45,38,10,30
18,45,38,11,30
18,45,38,12,30
18,45,38,13,30
18,45,38,14,30
18,45,38,15,30
18,45,38,16,30
18,45,38,17,30
18,45,38,18,30
18,45,38,19,30
18,45,38,20,30
18,45,38,21,30
18,45,38,22,30
18,45,38,23,30
18,45,38,24,30
18,45,38,25,30
18,45,38,26,30
18,45,38,27,30
18,45,38,28,30
18,45,38,29,30
18,45,38,30,30
18,45,38,31,30
18,45,38,32,30
18,45,38,33,30
18,45,38,34,30
18,45,38,35,30
18,45,38,36,30
18,45,38,37,30
18,45,38,38,30
18,45,38,39,30
18,45,38,40,30
18,45,38,41,30
18,45,38,42,30
18,45,38,43,30
18,45,38,44,30
18,45,38,45,30
18,45,38,46,30
18,45,38,47,30
18,45,38,48,30
18,45,38,49,30
18,45,38,50,30
18,45,38,51,30
18,45,38,52,30
18,45,38,53,30
18,45,38,54,30
18,45,38,55,30
18,45,38,56,30
18,45,38,57,30
18,45,38,58,30
18,45,38,59,30
18,45,38,60,30
18,45,38,61,30
18,45,38,62,30
18,45,38,63,30
18,45,38,64,30
18,45,38,65,30
18,45,38,66,30
18,45,38,67,30
18,45,38,68,30
18,45,38,69,30
18,45,38,70,30
18,45,38,71,30
18,45,38,72,30
18,45,38,73,30
18,45,38,74,30
18,45,38,75,30
18,45,38,76,30
18,45,38,77,30
18,45,38,78,30
18,45,38,79,30
18,45,38,80,30
18,45,38,81,30
18,45,38,82,30
18,45,38,83,30
18,45,38,84,30
18,45,38,85,30
18,45,38,86,30
18,45,38,87,30
18,45,38,88,30
18,45,38,89,30
18,45,38,90,30
18,45,38,91,30
18,45,38,92,30
18,45,38,93,30
18,45,38,94,30
18,45,38,95,30
18,45,38,96,30
18,45,38,97,30
18,45,38,98,30
18,45,38,99,30
18,45,38,100,30
18,45,38,101,30
18,45,38,102,30
18,45,38,103,30
18,45,38,104,30
18,45,38,105,30
18,45,38,106,30
18,45,38,107,30
18,45,38,108,30
18,45,38,109,30
18,45,38,110,30
18,45,38,111,30
18,45,38,112,30
18,45,38,113,30
18,45,38,114,30
18,45,38,115,30
18,45,38,116,30
18,45,38,117,30
18,45,38,118,30
18,45,38,119,30
18,45,38,120,30
18,45,38,121,30
18,45,38,122,30
18,45,38,123,30
18,45,38,124,30
18,45,38,125,30
18,45,38,126,30
18,45,38,127,30
18,48,31,16,16
18,48,31,17,16
18,48,31,33,17
18,48,31,71,16
18,48,31,90,16
18,48,31,91,16
18,48,31,123,16
18,50,31,58,16
18,50,31,71,16
18,50,31,91,17
18,50,31,123,16
18,56,31,17,16
18,56,31,23,16
18,56,31,33,16
18,56,31,58,16
18,56,31,71,16
18,56,31,123,16
18,56,31,124,17
18,57,31,17,16
18,57,31,58,16
18,57,31,91,17
18,57,31,123,16
18,58,10,12,16
18,58,10,33,16
18,58,10,45,16
18,58,10,59,16
18,58,10,64,16
18,58,10,65,16
18,58,10,76,16
18,58,10,97,16
18,58,10,102,16
18,58,10,108,16
18,58,10,122,16
18,58,10,123,16
18,58,10,124,16
18,58,25,112,16
18,58,25,121,16
18,58,28,17,16
18,58,28,64,17
18,58,28,97,16
18,58,28,124,16
18,58,30,71,17
18,58,31,1,16
18,58,31,12,16
18,58,31,13,16
18,58,31,16,16
18,58,31,17,17
18,58,31,23,17
18,58,31,27,17
18,58,31,32,17
18,58,31,39,16
18,58,31,44,16
18,58,31,45,16
18,58,31,48,16
18,58,31,49,16
18,58,31,53,16
18,58,31,54,16
18,58,31,55,16
18,58,31,58,16
18,58,31,59,16
18,58,31,61,16
18,58,31,63,16
18,58,31,64,16
18,58,31,65,16
18,58,31,71,16
18,58,31,76,16
18,58,31,77,16
18,58,31,86,17
18,58,31,90,17
18,58,31,91,17
18,58,31,92,16
18,58,31,93,17
18,58,31,96,17
18,58,31,97,16
18,58,31,100,16
18,58,31,102,16
18,58,31,103,16
18,58,31,108,16
18,58,31,123,16
18,58,31,124,16
18,59,10,12,16
18,59,10,33,16
18,59,10,59,16
18,59,10,71,16
18,59,10,76,16
18,59,10,97,16
18,59,10,102,16
18,59,10,108,16
18,59,10,123,16
18,59,25,112,16
18,59,25,121,16
18,59,28,16,16
18,59,28,97,16
18,59,30,23,17
18,59,30,59,17
18,59,30,64,17
18,59,30,71,16
18,59,31,12,17
18,59,31,13,16
18,59,31,16,17
18,59,31,17,16
18,59,31,23,16
18,59,31,27,16
18,59,31,32,16
18,59,31,33,17
18,59,31,39,16
18,59,31,44,16
18,59,31,45,16
18,59,31,48,17
18,59,31,49,16
18,59,31,53,16
18,59,31,54,16
18,59,31,55,16
18,59,31,58,16
18,59,31,59,16
18,59,31,61,16
18,59,31,64,16
18,59,31,65,16
18,59,31,71,16
18,59,31,76,16
18,59,31,86,17
18,59,31,90,16
18,59,31,91,16
18,59,31,92,16
18,59,31,93,17
18,59,31,96,16
18,59,31,97,16
18,59,31,100,16
18,59,31,101,16
18,59,31,102,16
18,59,31,103,17
18,59,31,108,16
18,59,31,118,16
18,59,31,122,16
18,59,31,123,16
18,59,31,124,16
18,59,31,125,17
18,60,10,12,16
18,60,10,45,16
18,60,10,59,16
18,60,10,64,16
18,60,10,71,16
18,60,10,76,16
18,60,10,93,16
18,60,10,97,16
18,60,10,102,16
18,60,10,108,16
18,60,10,122,16
18,60,10,123,16
18,60,10,124,16
18,60,28,16,16
18,60,28,17,16
18,60,28,64,16
18,60,28,97,17
18,60,30,58,16
18,60,30,71,17
18,60,31,1,16
18,60,31,12,16
18,60,31,13,16
18,60,31,16,16
18,60,31,22,16
18,60,31,23,17
18,60,31,26,17
18,60,31,27,16
18,60,31,32,16
18,60,31,33,16
18,60,31,39,16
18,60,31,44,17
18,60,31,45,16
18,60,31,48,16
18,60,31,49,16
18,60,31,54,17
18,60,31,55,16
18,60,31,58,16
18,60,31,59,16
18,60,31,61,17
18,60,31,64,16
18,60,31,65,16
18,60,31,71,16
18,60,31,76,16
18,60,31,85,17
18,60,31,86,17
18,60,31,90,16
18,60,31,91,16
18,60,31,92,17
18,60,31,93,17
18,60,31,95,16
18,60,31,96,16
18,60,31,97,16
18,60,31,100,16
18,60,31,102,16
18,60,31,108,17
18,60,31,122,16
18,60,31,123,16
18,60,31,124,17
18,60,31,125,17
18,61,10,12,16
18,61,10,45,16
18,61,10,64,16
18,61,10,65,16
18,61,10,71,16
18,61,10,76,16
18,61,10,97,16
18,61,10,102,16
18,61,10,108,16
18,61,10,123,16
18,61,10,124,16
18,61,16,112,16
18,61,25,112,16
18,61,28,17,16
18,61,28,64,17
18,61,28,97,16
18,61,30,58,17
18,61,30,71,17
18,61,31,12,16
18,61,31,13,16
18,61,31,16,17
18,61,31,17,16
18,61,31,23,16
18,61,31,27,16
18,61,31,32,16
18,61,31,33,16
18,61,31,39,16
18,61,31,44,16
18,61,31,45,16
18,61,31,48,16
18,61,31,49,17
18,61,31,53,16
18,61,31,54,16
18,61,31,55,16
18,61,31,58,16
18,61,31,59,16
18,61,31,61,16
18,61,31,63,16
18,61,31,64,16
18,61,31,65,16
18,61,31,76,16
18,61,31,86,16
18,61,31,90,17
18,61,31,91,16
18,61,31,92,17
18,61,31,93,16
18,61,31,96,17
18,61,31,97,16
18,61,31,100,16
18,61,31,101,16
18,61,31,102,17
18,61,31,103,16
18,61,31,108,16
18,61,31,122,17
18,61,31,123,16
18,61,31,124,16
18,61,31,125,16
18,62,31,16,17
18,62,31,17,16
18,62,31,23,17
18,62,31,33,16
18,62,31,58,16
18,62,31,64,16
18,62,31,91,16
18,62,31,123,16
18,63,10,12,16
18,63,10,45,16
18,63,10,59,16
18,63,10,64,16
18,63,10,65,16
18,63,10,71,16
18,63,10,76,16
18,63,10,93,16
18,63,10,102,16
18,63,10,108,16
18,63,10,122,16
18,63,10,124,16
18,63,16,112,16
18,63,25,121,16
18,63,28,16,16
18,63,28,17,16
18,63,28,64,16
18,63,30,71,17
18,63,31,1,16
18,63,31,10,16
18,63,31,12,17
18,63,31,13,16
18,63,31,16,17
18,63,31,17,17
18,63,31,20,16
18,63,31,22,16
18,63,31,23,17
18,63,31,27,16
18,63,31,32,16
18,63,31,33,17
18,63,31,39,16
18,63,31,44,16
18,63,31,45,16
18,63,31,48,16
18,63,31,49,16
18,63,31,54,16
18,63,31,55,16
18,63,31,59,17
18,63,31,61,16
18,63,31,63,16
18,63,31,64,16
18,63,31,65,17
18,63,31,76,16
18,63,31,86,17
18,63,31,90,16
18,63,31,91,17
18,63,31,92,16
18,63,31,93,17
18,63,31,95,16
18,63,31,96,17
18,63,31,97,17
18,63,31,100,16
18,63,31,102,16
18,63,31,103,16
18,63,31,108,16
18,63,31,122,16
18,63,31,123,16
18,63,31,124,17
18,63,31,125,17
18,64,31,17,16
18,64,31,33,16
18,64,31,58,16
18,64,31,71,16
18,64,31,90,17
18,64,31,91,16
18,64,31,123,16
18,65,10,12,16
18,65,10,45,16
18,65,10,59,16
18,65,10,71,17
18,65,10,76,17
18,65,10,102,16
18,65,10,108,16
18,65,10,122,16
18,65,10,123,16
18,65,10,124,17
18,65,16,112,16
18,65,25,121,16
18,65,28,17,17
18,65,28,97,17
18,65,30,64,17
18,65,30,71,17
18,65,31,1,16
18,65,31,10,16
18,65,31,12,17
18,65,31,13,16
18,65,31,16,16
18,65,31,17,16
18,65,31,23,16
18,65,31,27,16
18,65,31,32,17
18,65,31,33,16
18,65,31,39,16
18,65,31,44,17
18,65,31,45,16
18,65,31,48,17
18,65,31,49,16
18,65,31,53,17
18,65,31,54,16
18,65,31,55,17
18,65,31,58,16
18,65,31,59,16
18,65,31,61,16
18,65,31,63,16
18,65,31,64,16
18,65,31,65,16
18,65,31,71,16
18,65,31,76,17
18,65,31,86,16
18,65,31,90,17
18,65,31,91,17
18,65,31,92,16
18,65,31,93,17
18,65,31,96,16
18,65,31,97,16
18,65,31,100,16
18,65,31,101,16
18,65,31,102,16
18,65,31,103,17
18,65,31,108,17
18,65,31,122,16
18,65,31,123,16
18,65,31,124,17
18,65,31,125,16
18,67,10,12,16
18,67,10,45,16
18,67,10,59,16
18,67,10,64,16
18,67,10,76,16
18,67,10,97,16
18,67,10,102,16
18,67,10,108,16
18,67,10,123,16
18,67,25,89,16
18,67,25,112,16
18,67,25,121,16
18,67,28,64,16
18,67,28,97,16
18,67,30,71,17
18,67,31,12,16
18,67,31,13,16
18,67,31,16,16
18,67,31,17,16
18,67,31,23,16
18,67,31,27,16
18,67,31,32,16
18,67,31,39,16
18,67,31,44,17
18,67,31,45,17
18,67,31,48,17
18,67,31,54,17
18,67,31,55,16
18,67,31,58,16
18,67,31,59,16
18,67,31,61,17
18,67,31,63,16
18,67,31,64,16
18,67,31,65,16
18,67,31,71,16
18,67,31,76,16
18,67,31,86,17
18,67,31,90,17
18,67,31,91,17
18,67,31,92,16
18,67,31,93,17
18,67,31,100,17
18,67,31,101,16
18,67,31,102,16
18,67,31,103,16
18,67,31,108,16
18,67,31,122,16
18,67,31,123,16
18,67,31,124,16
18,67,31,125,17
18,68,10,12,16
18,68,10,64,16
18,68,10,71,16
18,68,10,76,16
18,68,10,97,16
18,68,10,108,16
18,68,10,123,16
18,68,10,124,16
18,68,25,112,16
18,68,25,121,16
18,68,28,17,16
18,68,28,45,16
18,68,28,64,17
18,68,28,97,16
18,68,30,58,17
18,68,30,59,17
18,68,30,71,17
18,68,31,1,16
18,68,31,12,17
18,68,31,16,17
18,68,31,17,16
18,68,31,23,17
18,68,31,27,17
18,68,31,32,16
18,68,31,33,16
18,68,31,39,16
18,68,31,44,17
18,68,31,45,16
18,68,31,48,16
18,68,31,49,16
18,68,31,53,16
18,68,31,54,17
18,68,31,55,16
18,68,31,58,16
18,68,31,59,16
18,68,31,61,16
18,68,31,63,16
18,68,31,64,16
18,68,31,65,16
18,68,31,71,16
18,68,31,76,16
18,68,31,86,17
18,68,31,90,17
18,68,31,91,17
18,68,31,93,16
18,68,31,95,16
18,68,31,96,17
18,68,31,97,16
18,68,31,100,17
18,68,31,101,16
18,68,31,102,16
18,68,31,103,16
18,68,31,108,16
18,68,31,109,16
18,68,31,122,16
18,68,31,123,17
18,68,31,124,16
18,68,31,125,16
18,69,31,17,16
18,69,31,58,16
18,69,31,91,17
18,70,10,12,16
18,70,10,45,16
18,70,10,59,16
18,70,10,64,16
18,70,10,65,16
18,70,10,76,16
18,70,10,97,17
18,70,10,108,17
18,70,10,124,17
18,70,25,112,16
18,70,25,121,16
18,70,28,17,16
18,70,28,64,16
18,70,28,97,16
18,70,30,58,17
18,70,30,64,17
18,70,30,71,17
18,70,31,1,16
18,70,31,10,16
18,70,31,12,16
18,70,31,13,16
18,70,31,16,16
18,70,31,17,16
18,70,31,23,16
18,70,31,26,16
18,70,31,27,16
18,70,31,30,16
18,70,31,32,16
18,70,31,33,16
18,70,31,39,16
18,70,31,44,17
18,70,31,45,17
18,70,31,48,16
18,70,31,49,17
18,70,31,53,16
18,70,31,54,16
18,70,31,55,16
18,70,31,58,16
18,70,31,59,16
18,70,31,61,16
18,70,31,63,16
18,70,31,64,16
18,70,31,65,17
18,70,31,71,16
18,70,31,76,16
18,70,31,77,16
18,70,31,86,17
18,70,31,90,16
18,70,31,91,16
18,70,31,92,17
18,70,31,93,17
18,70,31,96,17
18,70,31,97,16
18,70,31,100,16
18,70,31,102,16
18,70,31,103,16
18,70,31,108,17
18,70,31,122,16
18,70,31,123,16
18,70,31,124,17
18,70,31,125,16
18,71,10,27,16
18,71,10,45,16
18,71,10,59,16
18,71,10,64,16
18,71,10,65,16
18,71,10,71,16
18,71,10,97,16
18,71,10,102,16
18,71,10,123,16
18,71,10,124,16
18,71,16,112,16
18,71,25,112,16
18,71,28,17,16
18,71,28,64,17
18,71,28,97,16
18,71,30,71,17
18,71,31,1,16
18,71,31,10,16
18,71,31,12,17
18,71,31,13,16
18,71,31,16,17
18,71,31,17,16
18,71,31,23,16
18,71,31,26,16
18,71,31,27,16
18,71,31,30,16
18,71,31,32,16
18,71,31,33,16
18,71,31,39,16
18,71,31,44,16
18,71,31,45,17
18,71,31,48,16
18,71,31,49,16
18,71,31,54,16
18,71,31,55,16
18,71,31,58,16
18,71,31,59,16
18,71,31,61,16
18,71,31,63,16
18,71,31,64,16
18,71,31,65,16
18,71,31,76,16
18,71,31,85,16
18,71,31,86,16
18,71,31,90,16
18,71,31,91,16
18,71,31,92,16
18,71,31,93,17
18,71,31,95,17
18,71,31,96,17
18,71,31,97,17
18,71,31,100,16
18,71,31,103,16
18,71,31,108,17
18,71,31,122,17
18,71,31,123,17
18,71,31,124,16
18,71,31,125,17
18,72,10,12,16
18,72,10,33,16
18,72,10,44,16
18,72,10,45,16
18,72,10,59,16
18,72,10,97,16
18,72,10,102,16
18,72,10,108,16
18,72,10,122,16
18,72,10,123,16
18,72,10,124,16
18,72,25,112,16
18,72,25,121,16
18,72,28,17,16
18,72,28,64,16
18,72,28,76,16
18,72,30,23,17
18,72,30,64,16
18,72,30,71,17
18,72,31,1,16
18,72,31,10,16
18,72,31,12,16
18,72,31,13,16
18,72,31,16,17
18,72,31,22,16
18,72,31,23,16
18,72,31,27,16
18,72,31,30,17
18,72,31,32,16
18,72,31,33,16
18,72,31,39,16
18,72,31,44,17
18,72,31,45,16
18,72,31,48,16
18,72,31,49,17
18,72,31,53,16
18,72,31,54,17
18,72,31,55,16
18,72,31,58,16
18,72,31,59,17
18,72,31,61,16
18,72,31,63,17
18,72,31,64,16
18,72,31,65,17
18,72,31,71,16
18,72,31,76,16
18,72,31,86,17
18,72,31,90,17
18,72,31,91,17
18,72,31,92,16
18,72,31,93,16
18,72,31,95,16
18,72,31,96,17
18,72,31,97,17
18,72,31,100,16
18,72,31,101,16
18,72,31,102,16
18,72,31,103,17
18,72,31,108,16
18,72,31,122,16
18,72,31,123,17
18,72,31,124,16
18,72,31,125,16
18,73,31,58,16
18,73,31,91,16
18,74,10,12,16
18,74,10,13,16
18,74,10,27,16
18,74,10,44,16
18,74,10,45,16
18,74,10,64,16
18,74,10,71,16
18,74,10,76,16
18,74,10,91,16
18,74,10,97,16
18,74,10,102,16
18,74,10,122,16
18,74,10,123,16
18,74,16,112,16
18,74,16,121,16
18,74,25,112,16
18,74,25,121,16
18,74,28,16,16
18,74,28,17,16
18,74,28,33,16
18,74,28,61,16
18,74,28,64,16
18,74,28,65,17
18,74,28,76,16
18,74,28,97,16
18,74,28,124,16
18,74,30,23,17
18,74,30,58,17
18,74,30,71,17
18,74,31,10,16
18,74,31,12,17
18,74,31,13,16
18,74,31,16,16
18,74,31,17,16
18,74,31,21,16
18,74,31,22,16
18,74,31,23,16
18,74,31,26,17
18,74,31,27,16
18,74,31,30,16
18,74,31,32,16
18,74,31,33,16
18,74,31,39,16
18,74,31,44,17
18,74,31,45,16
18,74,31,48,16
18,74,31,52,16
18,74,31,53,16
18,74,31,54,17
18,74,31,55,16
18,74,31,58,16
18,74,31,59,16
18,74,31,61,16
18,74,31,63,16
18,74,31,64,17
18,74,31,65,16
18,74,31,71,16
18,74,31,76,16
18,74,31,86,17
18,74,31,90,16
18,74,31,91,17
18,74,31,92,16
18,74,31,93,17
18,74,31,96,16
18,74,31,100,16
18,74,31,101,16
18,74,31,102,16
18,74,31,103,17
18,74,31,108,16
18,74,31,109,16
18,74,31,118,16
18,74,31,122,16
18,74,31,123,16
18,74,31,124,17
18,74,31,125,17
18,75,31,17,16
18,75,31,58,16
18,75,31,61,17
18,75,31,64,16
18,75,31,71,17
18,75,31,91,16
18,75,31,123,16
18,76,31,17,16
18,76,31,54,16
18,76,31,58,16
18,76,31,64,16
18,76,31,91,16
18,76,31,97,17
18,78,31,71,16
18,79,31,58,16
18,82,31,58,16
18,83,31,58,16
18,83,31,123,16
18,84,31,91,16
18,88,31,58,16
18,89,31,17,16
18,89,31,91,17
18,89,31,123,16
18,90,31,17,16
18,90,31,58,16
18,90,31,91,17
18,91,31,17,16
18,91,31,58,16
18,91,31,64,17
18,91,31,71,17
18,91,31,123,16
18,92,31,17,16
18,92,31,64,17
18,92,31,71,16
18,92,31,91,16
18,92,31,97,16
18,94,31,17,16
18,94,31,71,17
18,95,31,17,16
18,95,31,58,16
18,95,31,71,16
18,95,31,91,16
18,95,31,123,16
