hours,block,wl,die,vt
8,37,31,45,17
8,37,31,48,16
8,37,31,91,16
8,37,31,97,16
8,37,31,108,16
8,37,31,123,16
8,39,10,45,16
8,39,31,1,16
8,39,31,12,17
8,39,31,16,17
8,39,31,17,16
8,39,31,23,17
8,39,31,33,16
8,39,31,39,17
8,39,31,64,16
8,39,31,65,17
8,39,31,71,17
8,39,31,76,16
8,39,31,90,17
8,39,31,91,16
8,39,31,92,17
8,39,31,125,16
8,40,31,16,17
8,40,31,17,17
8,40,31,23,16
8,40,31,32,16
8,40,31,33,17
8,40,31,45,17
8,40,31,49,16
8,40,31,76,17
8,40,31,90,16
8,40,31,91,17
8,40,31,92,17
8,40,31,96,16
8,40,31,97,16
8,40,31,108,16
8,42,10,45,16
8,42,31,12,16
8,42,31,16,16
8,42,31,22,17
8,42,31,23,17
8,42,31,33,16
8,42,31,45,17
8,42,31,48,16
8,42,31,76,16
8,42,31,86,17
8,42,31,90,16
8,42,31,91,17
8,42,31,92,16
8,42,31,93,16
8,42,31,96,16
8,44,10,45,16
8,44,31,12,16
8,44,31,17,16
8,44,31,23,17
8,44,31,32,16
8,44,31,33,17
8,44,31,45,17
8,44,31,48,17
8,44,31,65,17
8,44,31,71,16
8,44,31,76,17
8,44,31,90,17
8,44,31,91,16
8,44,31,92,17
8,44,31,93,17
8,44,31,124,17
8,44,31,125,17
8,45,10,45,16
8,45,36,1,31
8,45,36,2,31
8,45,36,8,31
8,45,36,9,31
8,45,36,13,31
8,45,36,14,31
8,45,36,15,31
8,45,36,23,31
8,45,36,41,31
8,45,36,46,31
8,45,36,47,31
8,45,36,56,31
8,45,36,57,31
8,45,36,63,31
8,45,36,73,31
8,45,36,110,31
8,45,36,111,31
8,45,36,118,31
8,45,36,119,31
8,45,36,120,31
8,45,36,121,31
8,45,37,57,31
8,45,37,89,31
8,45,37,121,31
8,45,38,0,30
8,45,38,1,30
8,45,38,2,30
8,45,38,3,30
8,45,38,4,30
8,45,38,5,30
8,45,38,6,30
8,45,38,7,30
8,45,38,8,3
8,45,38,15,30
8,45,38,16,30
8,45,38,17,30
8,45,38,18,30
8,45,38,19,30
8,45,38,20,30
8,45,38,21,30
8,45,38,28,30
8,45,38,29,30
8,45,38,30,30
8,45,38,31,30
8,45,38,32,30
8,45,38,33,30
8,45,38,34,30
8,45,38,41,30
8,45,38,42,30
8,45,38,43,30
8,45,38,44,30
8,45,38,45,30
8,45,38,46,30
8,45,38,47,30
8,45,38,54,30
8,45,38,55,30
8,45,38,56,30
8,45,38,57,30
8,45,38,58,30
8,45,38,59,30
8,45,38,60,30
8,45,38,67,30
8,45,38,68,30
8,45,38,69,30
8,45,38,70,30
8,45,38,71,30
8,45,38,72,30
8,45,38,73,30
8,45,38,80,30
8,45,38,81,30
8,45,38,82,30
8,45,38,83,30
8,45,38,84,30
8,45,38,85,30
8,45,38,86,30
8,45,38,93,30
8,45,38,94,30
8,45,38,95,30
8,45,38,96,30
8,45,38,97,30
8,45,38,98,30
8,45,38,99,30
8,45,38,105,30
8,45,38,106,30
8,45,38,107,30
8,45,38,108,30
8,45,38,109,30
8,45,38,110,30
8,45,38,116,30
8,45,38,117,30
8,45,38,118,30
8,45,38,119,30
8,45,38,120,30
8,45,38,121,30
8,45,38,127,30
8,82,31,58,16
8,88,31,58,16
8,109,31,58,16
8,120,31,58,16
8,122,31,58,16
8,137,31,58,16
8,140,31,58,16
8,141,31,58,16
8,142,31,58,16
8,143,31,58,16
8,153,31,58,16
8,158,31,58,16
8,166,31,58,16
8,171,31,58,16
8,173,31,58,16
8,176,31,16,17
8,176,31,17,16
8,176,31,23,17
8,176,31,33,17
8,176,31,54,17
8,176,31,58,16
8,176,31,59,17
8,188,31,16,16
8,188,31,17,17
8,188,31,23,16
8,188,31,33,17
8,188,31,45,17
8,188,31,48,16
8,188,31,49,16
8,188,31,90,17
8,188,31,91,16
8,188,31,96,16
8,188,31,97,16
8,188,31,108,17
8,188,31,123,17
8,188,31,124,1
8,201,31,58,16
8,216,10,45,16
8,216,31,16,17
8,216,31,17,16
8,216,31,23,16
8,216,31,33,16
8,216,31,45,17
8,216,31,54,17
8,216,31,58,16
8,216,31,91,17
8,216,31,97,17
8,216,31,108,17
8,216,31,123,16
8,217,31,58,16
8,219,31,58,16
8,222,10,45,16
8,222,31,16,16
8,222,31,17,16
8,222,31,23,16
8,222,31,33,16
8,222,31,45,17
8,222,31,49,17
8,222,31,54,16
8,222,31,90,17
8,222,31,91,16
8,222,31,97,16
8,222,31,108,16
8,222,31,123,16
8,222,31,124,17
8,223,31,16,16
8,223,31,17,16
8,223,31,23,17
8,223,31,33,16
8,223,31,45,16
8,223,31,49,16
8,223,31,54,16
8,223,31,96,17
8,223,31,97,16
8,223,31,108,17
8,223,31,123,16
8,230,31,16,16
8,230,31,17,16
8,230,31,23,16
8,230,31,33,17
8,230,31,45,17
8,230,31,58,16
8,230,31,76,16
8,231,10,45,16
8,231,31,16,17
8,231,31,17,16
8,231,31,23,17
8,231,31,33,16
8,231,31,48,16
8,231,31,49,17
8,231,31,54,16
8,231,31,123,16
8,234,31,58,16
8,237,31,58,16
8,239,31,16,17
8,239,31,17,16
8,239,31,23,16
8,239,31,33,16
8,239,31,58,16
8,239,31,59,17
8,239,31,64,17
8,239,31,108,16
8,239,31,123,16
8,245,31,58,16
8,246,31,58,16
8,247,31,16,17
8,247,31,17,16
8,247,31,23,16
8,247,31,58,16
8,247,31,64,16
8,247,31,65,17
8,247,31,90,16
8,251,31,58,16
8,252,31,58,16
8,254,31,58,16
8,257,31,16,17
8,257,31,17,16
8,257,31,23,17
8,257,31,45,17
8,257,31,54,16
8,257,31,58,16
8,257,31,90,17
8,264,31,16,16
8,264,31,17,16
8,264,31,54,16
8,264,31,58,16
8,264,31,64,16
8,264,31,71,17
8,264,31,90,17
8,266,31,58,16
8,267,31,58,16
